caption,num_likes,num_comments,cluster
"Ready to bring the Ronaldo 7 jersey home? 

👉 Comment which team Ronaldo is in, wrong answers only. 
👉 The comment with exactly 0 likes wins the original Ronaldo jersey. 
👉Giveaway ends on 13th September 

#FamPay #GetFamPaid #Ronaldo #RonaldoFans #Giveaway #GiveawayIndia",6182,6866,2
"10 points if you can answer what triangle the Pythagoras theorem applies to 💀

Safe to say the answer DEFINITELY isn't doodles @tarini_shah 👀😭

#FamPay #GetFamPaid #FamCard #FamCardMe #VisaFamCard #zoommeeting #onlineclassesmemes",3868,152,1
"YOU. Yes, you are gonna have an awesome week! 🌟 

Also - tell us what are you going to use FamPay the most for this week? 🛍 

#FamPay #GetFamPaid #FamCard #TuesdayMotivation #YouGotThis",4566,221,1
"Have you ever related to the words ""Yahi toh baatein hai jo baad mein yaad ayegi"" more?! 

What are some things you’ve heard from your teacher? ⬇️

Featuring the super awesome teachers for a day @anushri__rao @aishhlife @katariaaryann @amolljuneja 

#FamPay #GetFamPaid #TeachersDay #TeachersOfInsta #HappyTeachersDay #SchoolLife #SchoolMemories",2716,125,1
"How dare you? 😱 Tumhara koi haq nahi banta to not share this reel with  other K3G stans 😡💖

#FamPay #GetFamPaid #K3G #KareemaBarry #Poo #FamCardMe #famcard",1858,90,1
"Prepare yourself fur it. 🐾

#FamPay #GetFamPaid #Swipe #Surprise #BePrepared #InternationalDogDay #Dogstagram #Doggo",4206,133,1
"Good (g)old days.🎖
What class were you the most excited for in school? 😋

#Fampay #GetFamPaid #Throwback #Tbt #nostalgia #Nostalgic #GoodOldDays #GoodGolddays",3309,208,1
"Make it sweeter today by earning the title of Best Sibling Ever by surprising your sibling with a Rakhi gift that will last forever 🤩

Happy Raksha Bandhan 🏵️

#FamPay #FamCard #RakshaBandhan #Rakhi #Rakhi2021 #RakhiGifts #RakhiSpecial #SiblingsLove",4151,242,1
"@themermaidscales’ mum just hit her with the good stuff. 🙊

A FamCard Me with the craziest doodles, free subscriptions, rewards, and just a whole lotta convenience. 🤪

Race to get yours first, before your mum makes you! 🏃

#FamPayIndia #MermaidScales #GetFamPaid #FamCardMe #VisaFamCard #IndinParents #brownparents #FamCardMe",6206,137,1
"A sneak peak at @alinanamazi’s glamorous camera roll? 😯 
YES PLEASE! 😍

#FamPay #FamPaid #GetFamPaid #WorldPhotographyDay #TrendyReels #Alinanamazi #FamCardMe #VisaFamCard",2654,174,1
"What’s that one thing you and your sibling love doing together that makes your bond special? 

Surprise your siblings this Raksha Bandhan with the FamCard!

With the free offers, subscriptions, and rewards that come along with the FamCard - could there BE a better Rakhi gift?! 🙈

Tell us what your special sibling tradition is in the comments 👇❤️

#FamPay #FamCard #GiftAFamCard #RakshaBandhan #Rakhi #RakhiGifts",3439,236,2
"Happy 75th Independence Day 🇮🇳 
On 15/08, 1947 India earned her freedom and 75 years later to make it even more special - 75% discount today on all FamCard orders between 15:08 and 19:47 (03:08 PM - 07:47 PM)!!

Go, go, go, go get that sweet freedom deal you need on the FamPay app now!!

PS: full brightness to see the offer 🔦 

#FamPay #FamCard #IndependenceDay #IndependenceDayIndia #SurpriseSale #15August",4758,322,1
"This is the DEE-WAN-GIft 🎁 which will make your brothers and sisters go crazy this Raksha Bandhan with all those offers bundled with the FamCard Me 🏵️
Tag your siblings and tell them what doodles you’d want on your card 😎

#FamPay #GetFamPaid #GiftAFamCard #RakshaBandhan #Rakhi2021 #RakhiGifts #GiftingIdeas",2517,86,1
"Use the Greatest G.O.A.T. in a sentence and we'll grade you based on how close you are to the actual full form! 💯

#FamPay #FamCard #FamCardMe #GOAT #Surprise #Dictionary #GuessingGame",2373,288,1
"All the hype around the Greatest G.O.A.T. is real and the FOMO that’ll be caused to non-GenZs is purely intentional. 😏🔥

The Greatest G.O.A.T is coming very soon! Tell us what you think it is.👇

#FamPay #GetFamPaid #FamPayIndia #GOAT #FOMO #FamCard #FamCardMe #GreatestGoat #GuesstheGOAT",2994,255,1
"It's time to Fam-zone your best friends. 🤗

We have 1000 FamCoins waiting for you and your friend! 

Tag your bestie and tell us what makes them your fam in the comments below. 💖

#FamPay #GetFamPaid #FamCoins #FriendshipDay #Friends #FriendshipGoals #FriendsGiving",3403,334,2
"Hear ye, hear ye!
Swipe to see this playlist we’ve created which not only has some ✨ bangers ✨ BUT also might have a MAJOR hint on our big surprise.

Comment below if you can guess what the hint is and also tell us your favourite song from the playlist!

#FamPay #GetFamPaid #FamCard #VISA #Surprise #Clues #SpotifyPlaylist",2857,324,1
"Is this the best week in a teen's life or is this the best week in a teen's life? 😸

#FamPay #GetFamPaid #FamCard #Shein #SheinIndia #AmazonPrimeDay #ShopOnline",2464,156,1
"FamCard VISA orders will begin soon! 
And because you're so awesome, we've also got a surprise for you. 
Can you guess what it is? 😉

P.S It's not UPI. 🙏🏻

#FamPay #GetFamPaid #FamCard #VisaFamCard #VisaIndia #VisaLaunch #whatsappchat #Whatsappleak #confidential #surprisesurprise #WhatsTheSurprise #StayTuned #BigReveal #countdownbegins",3670,459,1
"We're reimagining a world where your favourite artists are swiping the same FamCard as you; so here's what @teddysphotos and @justinbieber would be singing instead 🎶🤪

#FamPay #FamCard #CardsOfInstagram #PayAnywhere #ReelItFeelIt #MusicReels #ReelsIndia #InstaReels",2260,131,1
"Tell us a story in emojis and we’ll decode it!

#FamPay #GetFamPaid #EmojiDay #WorldEmojiDay #Emoji #StoryTime",2728,151,1
"Your 2nd @ has to buy you pizza.🤤

#FamPay #GetFamPaid #Pizza #PizzaLove #Foodie",2679,110,1
"Fufaji may not get you rewards but the FamCard will! Get 2x FamCoins when you pay with your virtual and physical FamCard! 🪙💰

#FamPay #Teenology #Dictionary #Memes #IndianMeme #lol #UPIAyega #FamCardDeliveryHoga",1470,70,1
"Looking to add more games to your list? You can now buy Steam gift cards on FamPay and use them to purchase new games 🤩🎮 You also earn FamCoins on your purchase 😛

Head to the FamPay app now and tick this off your to-do list!

#FamPay #GetFamPay #ToDoList #ProductivityHacks #SteamGames #Gamer #GamersLife #SteamWallet",1708,99,3
"On a scale of one to ten, let your pumps look 11 when you buy them with your very own card.😉  Tell us your favorite shoe brands to flaunt in the comments below 👇🏽

#FamPay #FamCard #VISA #Sneakerhead #Pumps #Kicks #SneakerAddict #Teens #StyleGram",2033,111,2
"This Father’s Day, teens pay the ultimate tribute to their dads- recreating their old photos! 

Did they succeed? Watch now! 

Thank you @vboy125, @rohit.wav, @anushri__rao and their really sportive dads! 

#FamPay #GetFamPaid #FathersDay #HappyFathersDay #BestDadEver #LoveYouDad #Vlog #IndianVlog",1660,53,1
"Kan ye jisne ye vichitra marking scheme banaya?

#FamPay #GetFamPaid #CBSE #Class12 #Results #ClassOf2021 #ExamMemes",2949,59,1
"Could his life be any purrfect! 😱 

#FamPay #GetFamPaid #CatLovers #Catgram #DidYouKnow #MoneyFacts #Facts #Lol #Jealous",2408,67,1
"@ that friend and say nothing. 😌

#FamPay #GetFamPaid #FamCard #MoneyLessons #ReturnTheMoney #Borrow #Udhari #BrokeLife",2526,496,1
"Presenting Teenpreneur: a proud FamPay series where we shine a light on some of the most brilliant and talented teen minds of India! These young entrepreneurs are changing the world as we know it by bringing their ingenious ideas to life.

Today, we'd like you to meet @kiangodhwani, an inspiring 16 year old who's determined to put a smile on every teen's face in the country. Kian is the founder and CEO of @happyinc.in - a free online peer counselling service that helps teenagers in distress. Having gone through difficult counselling experiences himself, Kian has set out to ensure his peers do not have to go through the same.

Check out the video to learn more about how HappyInc is helping teenagers get the support they need - anonymously, with easy access, and with zero expense.

#FamPay #GetFamPaid #TeenEntrepreneur #YoungAchiever #smallbusinessindia",2020,89,0
"Tag that friend whose notebook is 90% doodles. ✏️ 

#FamPay #GetFamPaid #FamCard #VISA #NotebookArt #ScribbleArt #TeenThings #SchoolDays",1912,161,1
"Sorry, we’re kinda outta words coz we’re too syllaBUSY celebrating rn. 

Tell us how you’re feeling about the boards cancellation with an emoji. 😜

#FamPay #FamCard #GetFamPaid #Boards2021 #12thBoards #CBSEBoard",2743,132,1
"Could it BE more e-Zee? 😋

Get 10% off on your Zee5 Premium subscription with your Visa FamCard now! 🤝

#FamPay #FamCard #VisaFamCard #Friendsreunion #Subscription #Friends #Zee5",2166,133,1
"You plotting crypto line graphs in an exam: 👁️👄👁️ ⏰😰🥲
vs
You plotting the FamCoin line graph: 💅🤪🥰

We're just saying, FamCoin is never going down, for real. 💜 

#FamPay #FamCoins #GetFamPaid #Dogecoin #Cryptomemes #Cryptocurrency #BitcoinMemes",3169,196,1
"And that's how the FamCoin was created... more or less. 😅

Whenever you make a transaction using FamPay - be it through the FamCard, or sending money to a friend - you get rewarded with FamCoins! You can then burn the FamCoins you've collected and redeem exciting cashbacks, prizes, discounts, gift cards, masterclasses, offers, and more! 

This means that every time you spend, you get rewarded - in more ways than one! 🤩 

#FamPay #FamCoins #GetFamPaid #Rewards #Coins #Comics #ComicsOfInstagram #Origin",2970,145,3
"We’ve finally landed. 🛬

It’s been a long and exciting journey, with its fair share of turbulence, but we made it. 🙌🏻

The skies are now clear for you to soar, so prepare yourself for a brand new adventure. 

Head over to your FamPay app right now to unveil the big surprise 🧡

#FamPay #GetFamPaid #FamCard #SurpriseSurprise #TheBigReveal #LaunchDay #TheBigSurprise",3374,591,3
"Where's our CBSE 12th peeps at? 🤭 🥲

#FamPay #GetFamPaid #Teenology #Dictionary #Meme #CBSE #CBSEmemes",2880,215,1
"Eid Mubarak!🌙 🤗

Make this Eid special by enlightening someone’s life with the power that Allah has given to us- the power to donate, embrace and support each other. 

#FamPay #Eid #EidMubarak #Eid2021 #HelpOthers",2081,80,1
"What’s the lowest value note in your wallet rn? 

#FamPay #GetFamPaid #DidYouKnow #Facts #FunFacts",3163,143,1
"We bring you the ultimate battle of Truth or FamPay: Mother's Day Special ❤️

Some beans were spilt and money was lost 🤑 
Who do you think will take home the most loaded wallet? 

Also wishing a very happy Mother's Day to all the super moms! 🦸

Shoutout to our cutest lil sports @tia.berlinn @prathisht.aiyappa @garima_bhutra @xaakanshaxx @dishhaprasad @aditisalke and their supermoms: @leena_bahadur , @parizaadberlin, @mahalakshmiprasad 🧡

#FamPay #GetFamPaid #Mothersday #Funvideo #Mothersday2021 #mothersdayspecial #PlayandWin",1512,47,1
"If you have the means to donate, head over to the FamPay app and help contribute towards food and medical supplies for those in need. 🙏 🤝

#FamPay #GetFamPaid #Covidindia #DonationDrive #TogetherWeCan #CovidHelp",1368,42,3
"Please take your seats for landing as we’re almost at our destination . ✈️ 💳

What’s the first thing you’ll buy with your VISA FamCard? 

#FamPay #FamCard #VISA #Surprise #WaitForIt #SurpriseWithAGift",2797,259,1
"No more games.🙅 One last puzzle to go for the big REVEAL 🎊 

Put on your thinking hats, follow the puzzle rules carefully, decipher the special answer, and drop it in the comments!

🔥 One lucky winner, with the correct special answer, will be randomly picked from the comments and given 1000 FamCoins! 🔥

👉 Increase your chances of being the lucky winner by tagging atleast 2 friends in your comment, and getting them to follow @fampay.in!

PS: Make sure you swipe to see all the images. 😁

#FamPay #FamCard #VISA #BigReveal #Puzzles #SpotTheDifference",2080,585,2
"Only 2 more puzzles to go for the BIG VISA reveal!

Put on your thinking hats, follow the puzzle rules carefully, decipher the special answer, and drop it in the comments!

🔥 One lucky winner, with the correct special answer, will be randomly picked from the comments and given 1000 FamCoins! 🔥

👉 Increase your chances of being the lucky winner by tagging atleast 2 friends in your comment, and getting them to follow @fampay.in!

PS: Make sure you swipe to see all the images. 😁

#FamPay #FamCard #VISA #GuessingGame #Challenge #SolveToWin #TheBigReveal",1393,255,2
"Cross your heart and hope to win! Just 3 more puzzles to get to a BIG secret. 🤭

Put on your thinking hats, follow the puzzle rules carefully, decipher the special answer, and drop it in the comments!

🔥 One lucky winner, with the correct special answer, will be randomly picked from the comments and given 1000 FamCoins! 🔥

👉 Increase your chances of being the lucky winner by tagging atleast 2 friends in your comment, and getting them to follow @fampay.in!

PS: Make sure you swipe to see all the images. 😁

#FamPay #FamCard #VISA #Crossword #Puzzles #SolveThis #Games",1016,61,2
"You’re one step closer to the VISA FamCard! 🤩

We've got 5 puzzles lined up for you to reveal a BIG secret. 🤭
Put on your thinking hats, follow the puzzle rules carefully, decipher the special answer, and drop it in the comments!

🔥 One lucky winner, with the correct special answer, will be randomly picked from the comments and given 1000 FamCoins! 🔥

👉 Increase your chances of being the lucky winner by tagging atleast 2 friends in your comment, and getting them to follow @fampay.in!

PS: Make sure you swipe to see all the images. 😁

#FamPay #FamCard #FamCoins #VISA #Reward #PlayToWin #Jumble #WordGame",1515,146,2
"Do you hear that? Sounds like the VISA FamCard is creeping closer. You just have to solve this one series to get it. 😏

We've got 5 puzzles lined up for you to reveal a BIG secret. 🤭
Put on your thinking hats, follow the puzzle rules carefully, decipher the special answer, and drop it in the comments!

🔥 One lucky winner, with the correct special answer, will be randomly picked from the comments and given 1000 FamCoins! 🔥

👉 Increase your chances of being the lucky winner by tagging atleast 2 friends in your comment, and getting them to follow @fampay.in!

PS: Make sure you swipe to see all the images. 😁

#FamPay #FamCard #VISA #FamCoins #Rewards #Puzzles #PlayToWin",1814,361,2
"Wish we could turn back time, to the good old days 😢 Tell us your favourite IPL memories, in the comments below. 👇🏽

#FamPay #GetFamPaid #IPL #IPL2021 #CricketFever #Nostalgia",1897,36,1
"Gad-get Set Go to the FamPay App and pay with your virtual FamCard to win 2X FamCoins!

#FamPay #GetFamPaid #VirtualCard #OnlinePayments #StayHome #GamerLife",1621,37,3
"If you're above the age of 18, May the first be with you when you start receiving your vaccinations 🙏
As for the rest of you - your time shall come. 💪

#FamPay #GetFamPaid #StaySafe #CovidVaccine #Teens #StayHome #HealTheWorld #Under18",2172,113,1
"What's the most absurd news your parents have believed from Whatsapp?

#FamPay #GetFamPaid #Teenology #UrbanDictionary #Dictionary #Whatsapp #Parentmemes",1150,53,1
"Why not use FamPay instead?

#FamPay #GetFamPaid #FamCard #FamCoins #DigitalPayment #Cashless #Swipe",1700,73,0
"The madness is about to begin! 🏏

Head over to the FamPay app right now, play along and win super exciting rewards! 🤑

#FamPay #GetFamPaid #IPLFever #ipl2021 #IPLContest #IPL #IPLIndia #ParticipateandWin",1497,82,3
"Tag your bae below 💜 

#FamPay #GetFamPaid #Baelove #BFFGoals #RelationshipGoals #RelatableAF",2212,135,1
"🚨 LIMITED EDITION! 🚨

We've been working on this gem of a card for a while now, and we're proud to finally reveal the surprise!

If you thought your original FamCard was precious, think again.

Click the link in our bio to grab your 24K FamCard now!

#FamPay #FamCard #GetFamPaid #24kMagic #Golden #24Karats #Exclusive #LimitedEdition #ForTeens",6461,691,0
"We know you can't wait for the VISA card, but we want to make sure that you get to hold the best card possible in your hands. ❤️

Good things take time, and we want to give you the best. That's why we appreciate your patience while we perfect everything on our end. ✨

So when is the launch? We'll avoid saying ""coming soon"" 🙈 But then again... MAYbe it is. 😏

#FamPay #GetFamPaid #VISA #Teenagers #ItsLit",2577,247,0
"What is 'Happiness' to you? Tell us in the comment section below. 🧡

#FamPay #GetFamPaid #FamCard #Happinessis #CreateHappiness #Happinessishere",1601,63,2
"We are SO grateful for each one of you. 🙌🧿

Tag the person who makes you the happiest! 🤗

#FamPay #GetFamPaid #FamCard #1Million #Grateful #HappinessIsHere",1872,77,1
"Let's put a smile on someone's face. ☺️

Tag your friends and donate together. 🧡

 #createhappiness #internationaldayofhappiness #happinessday #choosehappiness #happinessforalltogether #tenbillionhappy",1276,29,1
"NFTs, Beeple, Tokens? It’s all going to make sense, we promise! 

Swipe to understand what the NFT bubble is about and let us know what NFT you’d create in the comments.

#FamPay #GetFamPaid #NFT #NFTArt #Beeple #Blockchain #Crypto #Tokens",1431,7,1
"Brb, adding 'ricks taker' to my resume 😎 

What is your most embarrassing phone story with your parents? Tell us in the comments below 👇

#FamPay #GetFamPaid #GenzDictionary #GenZSlang #herapherimemes",1827,40,1
"What's a company you've always wanted to intern at? 🤩

Internships are a great way to experience work IRL, learn tonnes of things outside of textbooks, and earn some money while you do it (as long as you pick the right one 😌).

If you're curious about all of the above, here's the perfect thread to guide you on getting started with your internship journey!

Let's get #LitFam!

#FamPay #GetFamPaid #FinancialLiteracy #LitFam #LitSeries #TeenIntership",1977,52,0
"Presenting Teenpreneur: a proud FamPay series where we shine a light on some of the most brilliant and talented teen minds of India! These young entrepreneurs are changing the world as we know it by bringing their ingenious ideas to life.

Today, we'd like you to meet @sakshiagarwal_insta , a 19 year old visionary. Sakshi is the founder of @thefarmtheory - an agritech startup that specifically tackles the Ugly Produce problem of food wastage. Around 1/3rd of the total food produced every year in the world is thrown away just because it looks ""ugly"", but Sakshi is here to put an end to it with her revolutionary idea.

Watch the video to learn more about Sakshi's idea, the work of Farm Theory, and how the business has also helped in uplifting the lives of farmers!

#FamPay #GetFamPaid #Teenpreneur #TeenEntrepreneur #YoungLeaders #WomenInBusiness #WomensDay #WomenEntrepreneurs",1604,18,1
"Tag your ride-or-die sis in the comments and tell us about one of your girl codes 🥰

P.S. Show some love to yourselves this Women's Day by checking out our special offers on the FamPay app! ❤️

#FamPay #GetFamPaid #TeenGirl #WomensDay #WomenSupportingWomen #GirlCode #SistersBeforeMisters",1432,49,2
"March-ing into the new month, here are some exciting events lined up for you. Stay tuned 🎉

#FamPay #GetFamPaid #MarchPlanner #UpcomingEvents #StayTuned",1823,53,1
"Dollar really went 📈 

1 INR = 0.014 USD, February 28, 2021.

#FamPay #GetFamPaid #FinancialFacts #FunFacts",3619,93,1
"We're not saying your life could get better, but yeah - your life would get better with FamPay 😌

Unclutter your phone, unclog that storage, but most importantly, start making payments as a strong, independent teen. 💪

#FamPay #GetFamPaid #TeenagerPosts #TeenLife #PocketMoney",2596,86,0
"Grab your exclusive chance to get on a video call with Tanmay AND get featured in his next video! This one's for the 11-20 year olds. 🤩

Follow these simple steps to enter the contest:
- Click on the link in bio and download the FamPay app
- Get a ticket to participate using your FamCoins
- Video call and shoot with @tanmaybhat!

If you were to feature in Tanmay’s vlog or video, what would you want to do? 🎫 

#FamPay #GetFamPaid #Tanmaybhat #BotArmy #Contest #ContestAlert #ContestIndia #VlogLife #TeensOnly",3403,75,3
"In this chapter of Out of Syllabus, we've brought in the OG queen of visual aesthetics and self expression, Ankita Chawla aka @hustlerani.

Join her Masterclass - this Saturday, at 5 PM - to learn all about mental health and social media usage, social media hygiene, and personal branding to up your feed game. 

Fun facts about Ankita: she's a legit hustle queen. A 2 time TEDx speaker, visual content creator, and creative strategist. No doubt, she's the perfect mentor to steer you through the journey of growth on social media. 

Embark on your personal branding journey by registering NOW on the FamPay app!

#FamPay #GetFamPaid #Masterclass #SocialMediaTips #PersonalBranding #SocialMediaMarketing #ContentCreation",1222,20,1
"Tag the Shweta of your class in the comments below. 🔊 👧 

#FamPay #GetFamPaid #Shweta #Classmemes #SchoolMemes #ZoomClasses #TrendingNow #Mute",3189,86,1
"Yeh hamari post hai, yeh relatable hai, aur ye hamari moment marketing ho rahi hai. 😆

#FamPay #GetFamPaid #Teenology #PawriHoRahiHai #Memes #TeenMemes #Dictionary #UrbanDictionary",3066,63,1
"The game doesn't lie. 🤷‍♀️
Download the FamPay app, if you haven't already, to meet your match made in heaven. 🥰

#FamPay #GetFamPaid #FamCard #Valentine #BeMyValentine #ValentinesDay #LoveIsInTheApp",2065,44,3
"It's 2021! Aren't you sick and tired (👀) of constantly having to run to your parents to make a purchase?

Break the cycle and experience true freedom by using your very own stylish, personalised FamCard for all your payments! 🤗

#FamPay #GetFamPaid #GoCashless #FamCard #ForTeens",3016,138,1
"The time has come to apply for your VISA! ✈️

We've opened the gates to pre-book the much awaited VISA FamCard. 💳

The first 5000 users to pre-book their VISA card, originally worth Rs. 300, GET IT FOR FREE. 🤯

Hurry up and head to the Rewards section of your FamPay app to pre-book before the slots run out! 

#FamPay #PreBooking #VisaCard #GetFamPaid #FamCard #ArrivingSoon #BookNow",4061,399,3
"FamPay presents Out of Syllabus: a series of exciting masterclass sessions where you can learn some of the most sought-after skills from the coolest mentors. 😎 

First up, we have a Masterclass on Public Speaking with the one and only- @ankurwarikoo, one of the top public speakers in India! 😃 A powerhouse of knowledge and inspiration, get ready to meet the master of words on Friday at 5 PM.

Tag along and learn the basics of verbal communication, gestures and body language, speaking in front of a screen, and delivering compelling pitches to hold your audience's attention. 🗣 

Download the FamPay App, head to the club section and register now! You don't want to miss this. ⏰ 

#FamPay #GetFamPaid #Masterclass #AnkurWarikoo #PublicSpeaking #CommunicationSkills #PublicSpeakingTips",1390,58,1
"You may all be baddies on a budget 💅🏻 - but how much about the actual Budget do you know? 🤔

The Union Budget 2021 was announced just a few days ago, and we're here to help you arm yourself with all you need to know about it.

P.S: if you're not gonna do it for yourself, at least do it to bamboozle your family during the next family dinner. 😏 You're welcome.

#FamPay #Budget2021 #UnionBudget #GetFamPaid #Budgeting101 #IndianBudget",1610,50,1
"Pictured, circa 512 B.C. (Before Corona): a good ol' gaming sesh with friends at the local arcade. 🎳

Where would you & the gang head to with your FamCards? 🤗 Share with us in the comments below! Let's see if you find new friends who want to head to the same places. 😛

#FamPay #FamCard #MyFamCard #GetFamPaid #Bowling🎳 #Hangout #friends❤",3043,119,1
"In case you still don't know, FamPay is the (auto)correct way to pay! 😉

Download the FamPay app and get #FamPaid today.

#FamPay #GetFamPaid #FamCard #NumberlessCard #TeensOnly #Teens #OrderNow #ContactlessPayments",2674,101,3
"Your parents when you show them this graph: 👁️👄👁️

Comment ""➕"" if your pocket money can relate.

#FamPay #GetFamPaid #FamCard #PocketMoney #ParentMemes #TeenagerPosts #LOL",1877,50,0
"Umm, who let the dogs out?! 👀

Admit it, you've lied about your money too. 😦

Tell us in the comments below the craziest lie you've told your parents regarding where your cash ""disappeared""  👇🙈

Don't get used to it though, because now you won't have to lie anymore. 😏

Download the FamPay app and get your own FamCard to become the COOLEST accha baccha on the planet. 😎

#FamPay #GetFamPaid #FamCard  #TeenStory #TeenComic #GenZHumour",3109,122,3
"Let us all come together to fly our kites and feast on our land's harvest around the blazing fire. 🔥

We wish you all a very safe week of festivities!

Happy Lohri, Happy Makar Sankranti, and Happy Pongal to you all. ❤️

#FamPay #GetFamPaid #Lohri #HappyLohri #MakarSankranti #PongaloPongal #Pongal #Lohri2021 #Sankranti",1548,57,1
"Plan for the day: Travel a million universes and live a thousand lives, all with your bestfriend by your side.

Grab your FamCard, head to the nearest bookstore, and lose yourself in the magical world of ✨ books ✨

Tell us what you're currently reading in the comments below! 📖

#FamPay #GetFamPaid #FamCard #Bookstagram #BookstagramIndia #BooksOfInsta #Bookworms #ReadMoreBooks",2400,95,1
"⚠️ ATTENTION ⚠️

Yes, it's awesome that you can now make your own payments as a teen 🤪, but we have a few important points for you to always keep in mind, to ensure you have the most secure and smooth experience with us! 🔒

In the words of Mr. Beiber, these points should be a No Brainer. Check it out! 😎

#FamPay #GetFamPaid #FamCard #TeenPayments #DigitalPayments #SafePayments #DosandDonts",2157,69,1
"It's a new year, it's a new life. 🤞 
There's so much to do, so where are you taking your FamCard to? 

Tell us in the comments below 🤗

#FamPay #GetFamPaid #FamCard #PayOnline #TeensOnly #NewYear2021 #CoolStuff",1549,157,2
"It's been a year of growth, learning, experiences, and many many firsts for us, here at FamPay. From taking our baby steps as a company, to slowly becoming India's leading GenZ brand - the hustle never stopped, even from home. 🏠

And guess what? We couldn't have done it without you! Thank you for supporting us, for taking a chance on us, and for believing in us. ❤️ We can't wait for you to see what we've got in store for 2021. 🎊

So, what was 2020 like for us in a nutshell? Nothing short of a rollercoaster ride. 🎢

#FamPay #FamCard #GetFamPaid #2021 #2020 #ThankYouNext #NewYear #NewYear2021",1877,73,0
"Sleigh your Christmas list by using your FamCard to buy gifts for friends & family. 🛷
Merry Christmas you guys!🎄 🎅 

#FamPay #GetFamPaid #FamCard #Christmas #MerryChristmas #christmas2020 #JingleAllTheWay #ChristmasGifts",1734,69,0
"Numbers are everywhere - whether it's calculating the discount you'll get on your Swiggy order, clocking the time it'll take you to finish binging a Netflix series, or even budgeting your pocket money for the month!

But you know the one thing that doesn't need numbers? The FamCard. 😏

#FamPay #FamCard #MyFamCard #GetFamPaid #NationalMathematicsDay #MathematicsDay #Maths #MathStudents",1715,48,1
"How did you pay in the age of B.C. (Before Card - FamCard- duh!)? Share your craziest teen payment methods before FamCard in the comments below, 'cause we'd love to know! 😀

#FamPay #GetFampaid #TeenMemes #FamCard #TeenThings #MoneyMemes",3103,182,0
"And this is coz’ coins were being smuggled into Bangladesh where they were turned into razor blades, ornaments, fountain pen nibs, metal idols! 

But us Indians are known for jugaad. 😎 So people began accepting brown-colored cardboard tokens instead of coins. 💰

#FamPay #GetFamPaid #DidYouKnow #FunFact #facts #Payment #HistoryOfIndia",2956,119,1
"If you're constantly thinking WTF (Where's The Food? 👀) - we gotchu.

FamPay's partnered up with @swiggyindia to get you some foodtastic deals on your favourite meals! 🤝

Now pay with your FamCard while ordering from Swiggy to get 25% off, upto ₹100, on orders above ₹200! Available in select cities only. 😄

You're probably feeling hungry after reading this. Why don't you go ahead and open your app? 😉

#FamPay #FamCard #GetFamPaid #Swiggy #SwiggyIndia #Offers #SwiggyDiscount #Foodstagram #FoodiesUnite",1782,110,1
"Tell us what name is on your FamCard in the comments below. 

#FamPay #GetFamPaid #FamCard #NumberlessCard #Teens",2713,401,2
"We’re 10K strong on this auspicious day and we’d like to thank all of you who’ve been following, liking, commenting and encouraging us on this journey! 🥳🎂🔥

We wish all of you a safe and happy Digital Diwali. 🪔🧨 

#FamPay #GetFamPaid #HappyDiwali #Diwali2020 #10K #LoveandLight",1345,43,0
"Your errand-running essential! 
💳🏃🏽

Btw have you registered for FamJam 2.0 yet? If you have 👌🏻, if not check out the link in bio now!

👋: @cassandra.clements 

#FamPay #GetFamPaid #FamCard #NumberlessCard #FamJam #TeenPosts #TeenFestival",2331,57,1
"Savour this minute - your 2020 is about to become a big hit.

𝗣𝗿𝗲𝘀𝗲𝗻𝘁𝗶𝗻𝗴 𝗙𝗮𝗺𝗝𝗮𝗺 𝟮.𝟬 - 𝗜𝗻𝗱𝗶𝗮'𝘀 𝗟𝗮𝗿𝗴𝗲𝘀𝘁 𝗗𝗶𝗴𝗶-𝗙𝗲𝘀𝘁 𝗳𝗼𝗿 𝗧𝗲𝗲𝗻𝘀!🔥

Get ready for 2 days of mind-blowing fun, games, and learning, and celebrate with 1000s of other teens from across the country!

Walk away with massive cash prizes, certificates, new friends, and experiences that you won't ever forget. 🤩

The wait is over. Our registration links are now open!
𝐓𝐨 𝐫𝐞𝐠𝐢𝐬𝐭𝐞𝐫 𝐟𝐨𝐫 𝐅𝐚𝐦𝐉𝐚𝐦 𝟐.𝟎 𝐯𝐢𝐬𝐢𝐭 𝐭𝐡𝐞 𝐥𝐢𝐧𝐤 𝐢𝐧 𝐨𝐮𝐫 𝐛𝐢𝐨.

We CAN'T WAIT to see you there 🙌

#FamPay #GetFamPaid #FamJam #DigitalFest #DigitalFestforTeens #ForTeens #DigiFest #TeenFest #FamsUptoJam",1871,111,1
"Consider KYC as our pinkie promise to you to keep all your important information safe and secure on the FamPay app.

Actually, scratch that. Consider it our EVERY finger promise. 😌 Oh wait, that's a palm. 🤨 Whatever, you get the point. 😒

#FamPay #GetFamPaid #FamCard #Dictionary #UrbanDictionary #Teenology #KYC",1579,37,1
"2020 hasn't exactly been the best year 🙃, but we're here to save it!

Prepare yourself for a secret that's gonna make up for how bad this year's been. 🤫

Curious? Comment #WhatsFamUpto and we’ll reveal a clue.

#FamPay #GetFamPaid #FamJam #ItsGoTime #TeensOfInstagram",1683,274,2
"Good over evil. Right over wrong. 🏹 Celebrate the spirit of Dussehra and end the cash era! Choose FamPay over cash! 

#FamPay #GetFamPaid #Dussehra #Dussera #HappyDussehra #GoodOverEvil #Dussehra2020",1261,25,0
