Name,LinkedIn URL,Linkedin Info,Header,Twitter URL,Twitter Info,Twitter ID,
Sumit,https://linkedin.com/in/singh-sumit,"CEO of Chewy, Inc. (NYSE: CHWY) Passionate about driving Chewy's long-term growth, rooted in world-class talent, product innovation, technology and ...",Sumit Singh - CEO - Chewy,https://twitter.com/TweetsOfSumit,0,Sumit Kumar (@TweetsOfSumit) / Twitter,"| Sumit | https://linkedin.com/in/singh-sumit | CEO of Chewy, Inc. (NYSE: CHWY) Passionate about driving Chewy's long-term growth, rooted in world-class talent, product innovation, technology and ... | Sumit Singh - CEO - Chewy | https://twitter.com/TweetsOfSumit | 0 | Sumit Kumar (@TweetsOfSumit) / Twitter"
Ritwick Bhaduri,https://linkedin.com/in/ritwickbhaduri,Being an explorer with a generous vision and capabilities to serve and bring out the unexpected possibilities.  Learn more about Ritwick Bhaduri's work ...,Ritwick Bhaduri - Product & Growth - Fam India,https://twitter.com/mairitwickhai,Is #REIT an emerging way of safer return from investment in real estates? I say yes! REIT - Real Estate Investment Trust Suggestion: Start investing in ...,Ritwick Bhaduri (@mairitwickhai) / Twitter,| Ritwick Bhaduri | https://linkedin.com/in/ritwickbhaduri | Being an explorer with a generous vision and capabilities to serve and bring out the unexpected possibilities.  Learn more about Ritwick Bhaduri's work ... | Ritwick Bhaduri - Product & Growth - Fam India | https://twitter.com/mairitwickhai | Is #REIT an emerging way of safer return from investment in real estates? I say yes! REIT - Real Estate Investment Trust Suggestion: Start investing in ... | Ritwick Bhaduri (@mairitwickhai) / Twitter
Anand Krishnan,https://linkedin.com/in/akris,"CEO · Board Member · Exec Vice President · General Manager, Developer & App Platform, Microsoft · Director, Cloud, Microsoft International · Director, Western Europe ...",Anand Krishnan - CEO - IBS Software,https://twitter.com/anandpkrishnan,"On May 18, the Picun migrant labour museum in Beijing announced its forced closure. Along with a migrant school and music performances, it had been central ...",Anand P. Krishnan (@anandpkrishnan) / Twitter,"| Anand Krishnan | https://linkedin.com/in/akris | CEO · Board Member · Exec Vice President · General Manager, Developer & App Platform, Microsoft · Director, Cloud, Microsoft International · Director, Western Europe ... | Anand Krishnan - CEO - IBS Software | https://twitter.com/anandpkrishnan | On May 18, the Picun migrant labour museum in Beijing announced its forced closure. Along with a migrant school and music performances, it had been central ... | Anand P. Krishnan (@anandpkrishnan) / Twitter"
Amarender Singh,https://linkedin.com/in/amarensi,"11+ years of Industry Experience in Design, Development, Maintenance, and Administration of software applications with a focus on Data Engineering, ...",Amarender Singh Sardar - Principal Engineer II - Software,https://twitter.com/capt_amarinder,Amarinder Singh. @capt_amarinder. Army Veteran  Former Chief Minister Punjab  Continuing to serve the State. Punjab Joined March 2011.,Capt.Amarinder Singh (@capt_amarinder) / Twitter,"| Amarender Singh | https://linkedin.com/in/amarensi | 11+ years of Industry Experience in Design, Development, Maintenance, and Administration of software applications with a focus on Data Engineering, ... | Amarender Singh Sardar - Principal Engineer II - Software | https://twitter.com/capt_amarinder | Amarinder Singh. @capt_amarinder. Army Veteran  Former Chief Minister Punjab  Continuing to serve the State. Punjab Joined March 2011. | Capt.Amarinder Singh (@capt_amarinder) / Twitter"
Arohi Kaushal,https://linkedin.com/in/arohi-kaushal,"Digital Marketer currently curating content for GenZ @ Fam. Skilled in copywriting, web content writing, social media marketing & strategizing.",Arohi Kaushal - Creative Team - FamPay,https://twitter.com/aarohi_kaushal,"aarohi kaushal. @aarohi_kaushal. I m born express baby not impressed. Uttar Pradesh, India Born January 19, 1998 Joined October 2017.",aarohi kaushal (@aarohi_kaushal) / Twitter,"| Arohi Kaushal | https://linkedin.com/in/arohi-kaushal | Digital Marketer currently curating content for GenZ @ Fam. Skilled in copywriting, web content writing, social media marketing & strategizing. | Arohi Kaushal - Creative Team - FamPay | https://twitter.com/aarohi_kaushal | aarohi kaushal. @aarohi_kaushal. I m born express baby not impressed. Uttar Pradesh, India Born January 19, 1998 Joined October 2017. | aarohi kaushal (@aarohi_kaushal) / Twitter"
Tiara DSouza,https://linkedin.com/in/tiaradsouza23,"As an aspiring Security Program Manager, I am committed to bridging the gap between cybersecurity and business. My goal is to ensure that cybersecurity is ...",Tiara D'souza - Student Consultant - Cybersecurity - Chevron,https://twitter.com/TiaraDsouza3,"Tiara Dsouza's Tweets ; Dec 18, 2020. Season 4 of Austin and ally miss. @DailyRoss · @lauramarano · @CalumWorthy · @Raini_Rodriguez.",Tiara Dsouza (@TiaraDsouza3) / Twitter,"| Tiara DSouza | https://linkedin.com/in/tiaradsouza23 | As an aspiring Security Program Manager, I am committed to bridging the gap between cybersecurity and business. My goal is to ensure that cybersecurity is ... | Tiara D'souza - Student Consultant - Cybersecurity - Chevron | https://twitter.com/TiaraDsouza3 | Tiara Dsouza's Tweets ; Dec 18, 2020. Season 4 of Austin and ally miss. @DailyRoss · @lauramarano · @CalumWorthy · @Raini_Rodriguez. | Tiara Dsouza (@TiaraDsouza3) / Twitter"
Sakshi Agarwal,https://linkedin.com/in/sakshi-stern,"Sakshi Aggarwal. Private Equity Investor at Partners Group. Partners GroupNYU Stern School of Business. New York, New York, United States.",Sakshi Aggarwal - Senior Investment Professional,https://twitter.com/ssakshiagarwal,Sakshi Agarwal's Tweets ... #SakshiAgarwal #TamilCinema #Indiaglitz For more images https://indiaglitz.com/tamil-actress-photos… ... A good buddy is like a four- ...,Sakshi Agarwal (@ssakshiagarwal) ...,"| Sakshi Agarwal | https://linkedin.com/in/sakshi-stern | Sakshi Aggarwal. Private Equity Investor at Partners Group. Partners GroupNYU Stern School of Business. New York, New York, United States. | Sakshi Aggarwal - Senior Investment Professional | https://twitter.com/ssakshiagarwal | Sakshi Agarwal's Tweets ... #SakshiAgarwal #TamilCinema #Indiaglitz For more images https://indiaglitz.com/tamil-actress-photos… ... A good buddy is like a four- ... | Sakshi Agarwal (@ssakshiagarwal) ..."
Komal Bhadani,https://linkedin.com/in/komal-bhadani-b11282162,Komal Bhadani. Building Tech @FamPay  Ex SWE Intern @Google  IIIT Allahabad. FamPayIndian Institute Of Information Technology ...,Komal Bhadani - Engineering Team - FamPay,https://twitter.com/its_me_komal,komal bhadani. @its_me_komal. Joined September 2010. 39 Following · 3 Followers · Tweets · Replies · Media · Likes. komal bhadani's Tweets. komal bhadani.,komal bhadani (@its_me_komal) / Twitter,| Komal Bhadani | https://linkedin.com/in/komal-bhadani-b11282162 | Komal Bhadani. Building Tech @FamPay  Ex SWE Intern @Google  IIIT Allahabad. FamPayIndian Institute Of Information Technology ... | Komal Bhadani - Engineering Team - FamPay | https://twitter.com/its_me_komal | komal bhadani. @its_me_komal. Joined September 2010. 39 Following · 3 Followers · Tweets · Replies · Media · Likes. komal bhadani's Tweets. komal bhadani. | komal bhadani (@its_me_komal) / Twitter
Saurabh Gothi,https://linkedin.com/in/saurabh-gothi-04a029272,"I'm a tech-enthusiast and a Linux lover.  Learn more about Saurabh Gothi's work experience, education, connections & more by visiting their profile on ...",Saurabh Gothi - Software Engineer - Infosys,https://twitter.com/isaurabhjain471,See new Tweets. Opens profile photo. Follow. Click to Follow isaurabhjain471. Saurabh Gothi. @isaurabhjain471. Joined November 2010.,Saurabh Gothi (@isaurabhjain471) / Twitter,"| Saurabh Gothi | https://linkedin.com/in/saurabh-gothi-04a029272 | I'm a tech-enthusiast and a Linux lover.  Learn more about Saurabh Gothi's work experience, education, connections & more by visiting their profile on ... | Saurabh Gothi - Software Engineer - Infosys | https://twitter.com/isaurabhjain471 | See new Tweets. Opens profile photo. Follow. Click to Follow isaurabhjain471. Saurabh Gothi. @isaurabhjain471. Joined November 2010. | Saurabh Gothi (@isaurabhjain471) / Twitter"
Aditya Kapnadak,https://linkedin.com/in/adityakapnadak,A passionate individual who loves working with people and motivated to utilise my skills for the growth of the organisation  Learn more about Aditya ...,Aditya Kapnadak - Customer success - FamPay,https://twitter.com/adikapnad,See new Tweets. Opens profile photo. Follow. Click to Follow adikapnad. Aditya kapnadak. @adikapnad. Joined July 2010.,Aditya kapnadak (@adikapnad) / Twitter,| Aditya Kapnadak | https://linkedin.com/in/adityakapnadak | A passionate individual who loves working with people and motivated to utilise my skills for the growth of the organisation  Learn more about Aditya ... | Aditya Kapnadak - Customer success - FamPay | https://twitter.com/adikapnad | See new Tweets. Opens profile photo. Follow. Click to Follow adikapnad. Aditya kapnadak. @adikapnad. Joined July 2010. | Aditya kapnadak (@adikapnad) / Twitter
Anshu Baranwal,https://linkedin.com/in/anshu-baranwal-471800138,I believe that a true design is a result of a solution-seeking nourished process in response to a need. Balancing the functionality and aesthetic aspect of ...,Anshu Baranwal - Product Designer - FamPay,https://twitter.com/anshu__baranwal,"Anshu Baranwal. @Anshu__Baranwal. Product Designer. @fampayindia.  Studied Fashion design. @niftmumbairc. New Delhi, India Joined September 2015.",Anshu Baranwal (@Anshu__Baranwal) / Twitter,"| Anshu Baranwal | https://linkedin.com/in/anshu-baranwal-471800138 | I believe that a true design is a result of a solution-seeking nourished process in response to a need. Balancing the functionality and aesthetic aspect of ... | Anshu Baranwal - Product Designer - FamPay | https://twitter.com/anshu__baranwal | Anshu Baranwal. @Anshu__Baranwal. Product Designer. @fampayindia.  Studied Fashion design. @niftmumbairc. New Delhi, India Joined September 2015. | Anshu Baranwal (@Anshu__Baranwal) / Twitter"
Hiranmai Sai Supriya Kommireddy,https://linkedin.com/in/supriya-kommireddy-12704183,"I am hardworking and meticulous  Learn more about supriya kommireddy's work experience, education, connections & more by visiting their profile on ...","supriya kommireddy - Andhra Pradesh, India",https://twitter.com/ytwiz403,"See new Tweets. Conversation. Hiranmai Sai Supriya Kommireddy · @ytwiz403. I was a mentor for the GitHub 101 workshop, hosted by. @renanayacobi.",Hiranmai Sai Supriya Kommireddy,"| Hiranmai Sai Supriya Kommireddy | https://linkedin.com/in/supriya-kommireddy-12704183 | I am hardworking and meticulous  Learn more about supriya kommireddy's work experience, education, connections & more by visiting their profile on ... | supriya kommireddy - Andhra Pradesh, India | https://twitter.com/ytwiz403 | See new Tweets. Conversation. Hiranmai Sai Supriya Kommireddy · @ytwiz403. I was a mentor for the GitHub 101 workshop, hosted by. @renanayacobi. | Hiranmai Sai Supriya Kommireddy"
Nilay,https://linkedin.com/in/nilaypatel,"Board, News Literacy Project. Former WSJ columnist; Executive Editor, The Verge. Co-founded AllThingsD, Recode, the D & Code Conferences. Washington, DC ...",Nilay Patel - Editor-in-chief - The Verge,https://twitter.com/reckless,"Editor-in-chief of The Verge. CNBC contributor. Host of Decoder, co-host of The Vergecast, everywhere good podcasts are served. I am in love with spectacles.",reckless - Nilay Patel,"| Nilay | https://linkedin.com/in/nilaypatel | Board, News Literacy Project. Former WSJ columnist; Executive Editor, The Verge. Co-founded AllThingsD, Recode, the D & Code Conferences. Washington, DC ... | Nilay Patel - Editor-in-chief - The Verge | https://twitter.com/reckless | Editor-in-chief of The Verge. CNBC contributor. Host of Decoder, co-host of The Vergecast, everywhere good podcasts are served. I am in love with spectacles. | reckless - Nilay Patel"
Aditi,https://linkedin.com/in/aditishekar,"Aditi believes technology can democratize everything from education to personal finance. ... Aditi is proud to be an immigrant, female founder in tech.",Aditi Shekar - Co-Founder & CEO - Zeta,https://twitter.com/aditiraohydari,"First ""Taj"" Now ""Jubilee"" @aditiraohydari loved both the series Which character is your personal favourite? Anarkali or Sumitra. 2. 73. Aditi Rao Hydari.",Aditi Rao Hydari (@aditiraohydari) / Twitter,"| Aditi | https://linkedin.com/in/aditishekar | Aditi believes technology can democratize everything from education to personal finance. ... Aditi is proud to be an immigrant, female founder in tech. | Aditi Shekar - Co-Founder & CEO - Zeta | https://twitter.com/aditiraohydari | First ""Taj"" Now ""Jubilee"" @aditiraohydari loved both the series Which character is your personal favourite? Anarkali or Sumitra. 2. 73. Aditi Rao Hydari. | Aditi Rao Hydari (@aditiraohydari) / Twitter"
Raghav Sharma,https://linkedin.com/in/rsharmanyc,Raghav Sharma. PerfitlyThe Wharton School. New York City Metropolitan Area. 3K followers 500+ connections.,"Raghav Sharma - Member, Board of Directors - Perfitly",https://twitter.com/sharmaraghav260,"Raghav Sharma's Tweets ; Rafat Ali, Media Operator & Dad · @rafat · Nov 22, 2019 ; James Shield · @jshield · Sep 20, 2019 ; David Juurlink · @DavidJuurlink · May 18, ...",Raghav Sharma (@sharmaraghav260) / Twitter,"| Raghav Sharma | https://linkedin.com/in/rsharmanyc | Raghav Sharma. PerfitlyThe Wharton School. New York City Metropolitan Area. 3K followers 500+ connections. | Raghav Sharma - Member, Board of Directors - Perfitly | https://twitter.com/sharmaraghav260 | Raghav Sharma's Tweets ; Rafat Ali, Media Operator & Dad · @rafat · Nov 22, 2019 ; James Shield · @jshield · Sep 20, 2019 ; David Juurlink · @DavidJuurlink · May 18, ... | Raghav Sharma (@sharmaraghav260) / Twitter"
Ananya Reddy Kunduru,https://linkedin.com/in/ananya-reddy-kunduru,Highly skilled in empathizing with stakeholder's and designing interventions which ensure organizational development & progressive culture. Leveraging ...,"Ananya Reddy Kunduru - Bengaluru, Karnataka, India",https://twitter.com/ananyareddy2707,Ananya Reddy's Tweets ... Have you tried the #SwiggyPictorama game yet? Head to https://bit.ly/35AHIMS win to Swiggy vouchers worth 5L!,Ananya Reddy (@AnanyaReddy2707) / Twitter,"| Ananya Reddy Kunduru | https://linkedin.com/in/ananya-reddy-kunduru | Highly skilled in empathizing with stakeholder's and designing interventions which ensure organizational development & progressive culture. Leveraging ... | Ananya Reddy Kunduru - Bengaluru, Karnataka, India | https://twitter.com/ananyareddy2707 | Ananya Reddy's Tweets ... Have you tried the #SwiggyPictorama game yet? Head to https://bit.ly/35AHIMS win to Swiggy vouchers worth 5L! | Ananya Reddy (@AnanyaReddy2707) / Twitter"
Sanat Desai,https://linkedin.com/in/sanat-desai-66a92015a,Sanat Desai. Strategic & Brand Partnership at FamPay - Building India's largest GenZ community at Fam  Ex - PE Analyst at TresVista  NMIMS'20 Bangalore.,Sanat Desai - Partnerships - FamPay,https://twitter.com/sanat_desai,See new Tweets. Opens profile photo. Follow. Click to Follow sanat_desai. Sanat Desai. @sanat_desai. Joined May 2015.,Sanat Desai (@sanat_desai) / Twitter,| Sanat Desai | https://linkedin.com/in/sanat-desai-66a92015a | Sanat Desai. Strategic & Brand Partnership at FamPay - Building India's largest GenZ community at Fam  Ex - PE Analyst at TresVista  NMIMS'20 Bangalore. | Sanat Desai - Partnerships - FamPay | https://twitter.com/sanat_desai | See new Tweets. Opens profile photo. Follow. Click to Follow sanat_desai. Sanat Desai. @sanat_desai. Joined May 2015. | Sanat Desai (@sanat_desai) / Twitter
Manas Gupta,https://linkedin.com/in/manas-gupta,"“Manas Gupta is a highly skilled Java Software professional. He is a very good team player, hard working, quick to adapt and implement emerging java ...",Manas Gupta - Engineering Manager - Grubhub,https://twitter.com/ManasGupta8,0,Manas Gupta (@ManasGupta8) / Twitter,"| Manas Gupta | https://linkedin.com/in/manas-gupta | “Manas Gupta is a highly skilled Java Software professional. He is a very good team player, hard working, quick to adapt and implement emerging java ... | Manas Gupta - Engineering Manager - Grubhub | https://twitter.com/ManasGupta8 | 0 | Manas Gupta (@ManasGupta8) / Twitter"
Vittal Raghav,https://linkedin.com/in/vittal-raghav,"My name is Vittal Raghav and I am a web 3 nomad with a background in business. For the past year, I have been working in the Solana NFT space and have ...","Vittal Raghav - Bengaluru, Karnataka, India",https://twitter.com/VittalRaghav,"Vittal Raghav's Tweets ; Joe Gatto · @Joe_Gatto · Oct 18, 2017. Fans - trying to beat Murr. If you Retweet this, I, Joe Gatto, will personally FOLLOW YOU. I swear ...",Vittal Raghav (@VittalRaghav) / Twitter,"| Vittal Raghav | https://linkedin.com/in/vittal-raghav | My name is Vittal Raghav and I am a web 3 nomad with a background in business. For the past year, I have been working in the Solana NFT space and have ... | Vittal Raghav - Bengaluru, Karnataka, India | https://twitter.com/VittalRaghav | Vittal Raghav's Tweets ; Joe Gatto · @Joe_Gatto · Oct 18, 2017. Fans - trying to beat Murr. If you Retweet this, I, Joe Gatto, will personally FOLLOW YOU. I swear ... | Vittal Raghav (@VittalRaghav) / Twitter"
Ratik Sood,https://linkedin.com/in/ratik-sood-b48485150,"Marketing enthusiast with diverse experiences in Product Marketing, Social Media Marketing, Copywriting, SEO, Screenplay Writing, and Short Film Direction.",Ratik Sood - Growth - Fam,https://twitter.com/ratik_sood,"Ratik Sood. @ratik_sood. Marketing enthusiast, cinephile, filmmaker, and a 22 year old tryna figure out his place in the world.",Ratik Sood (@ratik_sood) / Twitter,"| Ratik Sood | https://linkedin.com/in/ratik-sood-b48485150 | Marketing enthusiast with diverse experiences in Product Marketing, Social Media Marketing, Copywriting, SEO, Screenplay Writing, and Short Film Direction. | Ratik Sood - Growth - Fam | https://twitter.com/ratik_sood | Ratik Sood. @ratik_sood. Marketing enthusiast, cinephile, filmmaker, and a 22 year old tryna figure out his place in the world. | Ratik Sood (@ratik_sood) / Twitter"
Kush Daga,https://linkedin.com/in/kushdaga,Working as an app and web developer for Hallparty - A start-up aiming at building social media for colleges. Working with React native and redux for the ...,Kush D. - Engineering team - FamPay,https://twitter.com/KushDaga,"Tried recreating the AirBnb host animation using framer motion. Some progress, but not really satisfied yet. Some things I am still not sure how to pull off ...",Kush Daga (@KushDaga) / Twitter,"| Kush Daga | https://linkedin.com/in/kushdaga | Working as an app and web developer for Hallparty - A start-up aiming at building social media for colleges. Working with React native and redux for the ... | Kush D. - Engineering team - FamPay | https://twitter.com/KushDaga | Tried recreating the AirBnb host animation using framer motion. Some progress, but not really satisfied yet. Some things I am still not sure how to pull off ... | Kush Daga (@KushDaga) / Twitter"
Ashish Shewale,https://linkedin.com/in/ashish-shewale-3b05a524,An enthusiastic professional with over 20 years of experience in sales and customer service. Presently looking for a challenging opportunity to apply my ...,Ashish Shewale - Director - Sales (International),https://twitter.com/Ashish_Shewale,Ashish Shewale. @Ashish_Shewale. Joined October 2011. 49 Following · 0 Followers · Tweets · Replies · Media · Likes. Ashish Shewale's Tweets. Ashish Shewale.,Ashish Shewale (@Ashish_Shewale) / Twitter,| Ashish Shewale | https://linkedin.com/in/ashish-shewale-3b05a524 | An enthusiastic professional with over 20 years of experience in sales and customer service. Presently looking for a challenging opportunity to apply my ... | Ashish Shewale - Director - Sales (International) | https://twitter.com/Ashish_Shewale | Ashish Shewale. @Ashish_Shewale. Joined October 2011. 49 Following · 0 Followers · Tweets · Replies · Media · Likes. Ashish Shewale's Tweets. Ashish Shewale. | Ashish Shewale (@Ashish_Shewale) / Twitter
sanskar gurjar,https://linkedin.com/in/sanskar-gurjar-337734213,"I am BCA student and NIMCET aspirant, a good learner and a hardworking individual I like coding , want to work in coding field.  Learn more about sanskar ...",sanskar gurjar - ISBA INSTITUTE OF PROFESSIONAL ...,https://twitter.com/SanskarGurjar,"@SanskarGurjar. ·. Jul 23, 2017. I just got Free Instagram Followers on http://followmyprofile.com/free-instagram-followers/… #Instgramfollowers.",Sanskar Gurjar (@SanskarGurjar) / Twitter,"| sanskar gurjar | https://linkedin.com/in/sanskar-gurjar-337734213 | I am BCA student and NIMCET aspirant, a good learner and a hardworking individual I like coding , want to work in coding field.  Learn more about sanskar ... | sanskar gurjar - ISBA INSTITUTE OF PROFESSIONAL ... | https://twitter.com/SanskarGurjar | @SanskarGurjar. ·. Jul 23, 2017. I just got Free Instagram Followers on http://followmyprofile.com/free-instagram-followers/… #Instgramfollowers. | Sanskar Gurjar (@SanskarGurjar) / Twitter"
Vishal Sharma,https://linkedin.com/in/vishal-sharma-379453,"We're unlocking community knowledge in a new way. Experts add insights directly into each article, started with the help of AI.","Vishal Sharma - Los Altos, California, United States",https://twitter.com/VishalVSharma7,Vishal V. Sharma. @VishalVSharma7. Ambassador / Permanent Rep. of India to UNESCO. Tweets are personal. RTs are not endorsements.,Vishal V. Sharma 🇮🇳 (@VishalVSharma7) / Twitter,"| Vishal Sharma | https://linkedin.com/in/vishal-sharma-379453 | We're unlocking community knowledge in a new way. Experts add insights directly into each article, started with the help of AI. | Vishal Sharma - Los Altos, California, United States | https://twitter.com/VishalVSharma7 | Vishal V. Sharma. @VishalVSharma7. Ambassador / Permanent Rep. of India to UNESCO. Tweets are personal. RTs are not endorsements. | Vishal V. Sharma 🇮🇳 (@VishalVSharma7) / Twitter"
Yash Kothari,https://linkedin.com/in/kothariy,Others named Yash Kothari ; Software Architect  CTO PatientXpress  Track me at yashk.info. Udaipur ; Sports Management Professional with 5+ years of experience.,Yash Kothari - Founder - Kindred Minds,https://twitter.com/yashkothari,Yash Kothari. @yashkothari. Building a new approach to life coaching. Product of Mumbai and lifelong. @Arsenal. Gooner. Previously: founder.,Yash Kothari (@yashkothari) / Twitter,| Yash Kothari | https://linkedin.com/in/kothariy | Others named Yash Kothari ; Software Architect  CTO PatientXpress  Track me at yashk.info. Udaipur ; Sports Management Professional with 5+ years of experience. | Yash Kothari - Founder - Kindred Minds | https://twitter.com/yashkothari | Yash Kothari. @yashkothari. Building a new approach to life coaching. Product of Mumbai and lifelong. @Arsenal. Gooner. Previously: founder. | Yash Kothari (@yashkothari) / Twitter
Abhishek More,https://linkedin.com/in/abhishek-more-linked,Organizing and developing software for the largest hackathon in Texas. Amazon Graphic. Software Engineer. Amazon. May 2022 - Aug 2022 ...,Abhishek More - Software Engineer - Highlight,https://twitter.com/abhishek_bpcl,"Abhishek More. @abhishek_bpcl. Manager Sales, BPCL. Mumbai, India Joined November 2017 ... Abhishek More's Tweets. Abhishek More Retweeted.",Abhishek More (@abhishek_bpcl) / Twitter,"| Abhishek More | https://linkedin.com/in/abhishek-more-linked | Organizing and developing software for the largest hackathon in Texas. Amazon Graphic. Software Engineer. Amazon. May 2022 - Aug 2022 ... | Abhishek More - Software Engineer - Highlight | https://twitter.com/abhishek_bpcl | Abhishek More. @abhishek_bpcl. Manager Sales, BPCL. Mumbai, India Joined November 2017 ... Abhishek More's Tweets. Abhishek More Retweeted. | Abhishek More (@abhishek_bpcl) / Twitter"
Kshitiz Sharma,https://linkedin.com/in/kshitiz-sharma-b665496,"Kshitiz Sharma. SDE at Microsoft. Redmond, Washington, United States. 318 followers 319 connections. Join to view profile.","Kshitiz Sharma - Redmond, Washington, United States",https://twitter.com/itskshitizsh,"Member of Technical Staff @ VMware, http://B.Tech Graduate in CS from LNMIIT Udacity Google India Scholar. :).",Kshitiz Sharma (@itskshitizsh) / Twitter,"| Kshitiz Sharma | https://linkedin.com/in/kshitiz-sharma-b665496 | Kshitiz Sharma. SDE at Microsoft. Redmond, Washington, United States. 318 followers 319 connections. Join to view profile. | Kshitiz Sharma - Redmond, Washington, United States | https://twitter.com/itskshitizsh | Member of Technical Staff @ VMware, http://B.Tech Graduate in CS from LNMIIT Udacity Google India Scholar. :). | Kshitiz Sharma (@itskshitizsh) / Twitter"
Angad Singh,https://linkedin.com/in/angad-singh-bb2a8040,"Angad Singh is an award winning video producer, documentarian and at-heart-student covering people's movements in Asia. You can find his latest coverage ...",Angad Singh - Producer II - VICE News,https://twitter.com/zone5aviation,"Extremely shocking and saddening to hear that our good friend from the world of aviation journalism Anurag Kotoky, working for Bloomberg in Singapore, is no ...",zone5aviation - Angad Singh,"| Angad Singh | https://linkedin.com/in/angad-singh-bb2a8040 | Angad Singh is an award winning video producer, documentarian and at-heart-student covering people's movements in Asia. You can find his latest coverage ... | Angad Singh - Producer II - VICE News | https://twitter.com/zone5aviation | Extremely shocking and saddening to hear that our good friend from the world of aviation journalism Anurag Kotoky, working for Bloomberg in Singapore, is no ... | zone5aviation - Angad Singh"
Vallari Agrawal,https://linkedin.com/in/vallariag,"I'm a final year Computer Science Engineering undergrad from Delhi, graduating in summer 2023. Recently, I interned at Fampay as a backend engineering ...",Vallari Agrawal - Bharati Vidyapeeth's College of ...,https://twitter.com/VallariAg,Advanced DB Lecture #1: Andy's History of Databases: https://youtu.be/LWS8LEQAUVc?t=747… This is a quick crash course on the last 60 years of database systems ...,Vallari Agrawal (@VallariAg) / Twitter,"| Vallari Agrawal | https://linkedin.com/in/vallariag | I'm a final year Computer Science Engineering undergrad from Delhi, graduating in summer 2023. Recently, I interned at Fampay as a backend engineering ... | Vallari Agrawal - Bharati Vidyapeeth's College of ... | https://twitter.com/VallariAg | Advanced DB Lecture #1: Andy's History of Databases: https://youtu.be/LWS8LEQAUVc?t=747… This is a quick crash course on the last 60 years of database systems ... | Vallari Agrawal (@VallariAg) / Twitter"
Raunak Jalan,https://linkedin.com/in/raunakkjalan,Rising Sophomore at NYU Stern School of Business (B.S in Business  Concentrations in Finance and Computing & Data Science). I am passionate about finance ...,Raunakk Jalan - Portfolio Team Junior Analyst - NYU Stern ...,https://twitter.com/_raunakjalan_,"Raunak Jalan's Tweets ; The Good Liars · @TheGoodLiars · May 29, 2022 ; WTF1 · @wtf1official · Mar 16, 2022 ; Ukraine / Україна · @Ukraine · Dec 7, 2021 ; Dad Jokes.",Raunak Jalan (@_raunakjalan_) / Twitter,"| Raunak Jalan | https://linkedin.com/in/raunakkjalan | Rising Sophomore at NYU Stern School of Business (B.S in Business  Concentrations in Finance and Computing & Data Science). I am passionate about finance ... | Raunakk Jalan - Portfolio Team Junior Analyst - NYU Stern ... | https://twitter.com/_raunakjalan_ | Raunak Jalan's Tweets ; The Good Liars · @TheGoodLiars · May 29, 2022 ; WTF1 · @wtf1official · Mar 16, 2022 ; Ukraine / Україна · @Ukraine · Dec 7, 2021 ; Dad Jokes. | Raunak Jalan (@_raunakjalan_) / Twitter"
Lisha Kothari,https://linkedin.com/in/lishakothari,"Passionate about strategic planning and product building, I am a pre-final year Engineering student with a drive for solving problems.",Lisha Kothari - Partnerships - Fam,https://twitter.com/LisaKothari,"Licensed therapist practicing in Capitol Hill, Seattle. I work with individuals hoping to find healing through regular, meaningful presence with another person.","Lisa Kothari, MA, LMHCA (@LisaKothari) / Twitter","| Lisha Kothari | https://linkedin.com/in/lishakothari | Passionate about strategic planning and product building, I am a pre-final year Engineering student with a drive for solving problems. | Lisha Kothari - Partnerships - Fam | https://twitter.com/LisaKothari | Licensed therapist practicing in Capitol Hill, Seattle. I work with individuals hoping to find healing through regular, meaningful presence with another person. | Lisa Kothari, MA, LMHCA (@LisaKothari) / Twitter"
Aneesh Panda,https://linkedin.com/in/aneeshpanda,"I'm Aneesh Panda, a frontend developer and product enthusiast and currently a third year undergraduate student pursuing Computer Science and Engineering ...",Aneesh Panda - Engineering - Fam,https://twitter.com/aneeshpanda,"Fam (formerly FamPay), is a fintech startup started in 2019 by IIT Roorkee graduates and backed by Sequoia, YC, Elevation.",Aneesh Panda (@aneeshpanda) / Twitter,"| Aneesh Panda | https://linkedin.com/in/aneeshpanda | I'm Aneesh Panda, a frontend developer and product enthusiast and currently a third year undergraduate student pursuing Computer Science and Engineering ... | Aneesh Panda - Engineering - Fam | https://twitter.com/aneeshpanda | Fam (formerly FamPay), is a fintech startup started in 2019 by IIT Roorkee graduates and backed by Sequoia, YC, Elevation. | Aneesh Panda (@aneeshpanda) / Twitter"
Arpit Raj,https://linkedin.com/in/arpit-raj,"Your friendly-neighbourhood Product guy, with a strong bias to action. I've been told I am good with communication. I've been trying and succeeding at being ...",Arpit Raj - Product Manager - FamPay,https://twitter.com/arpitofficial,0,Arpit Raj🇮🇳 (@arpitofficial) / Twitter,"| Arpit Raj | https://linkedin.com/in/arpit-raj | Your friendly-neighbourhood Product guy, with a strong bias to action. I've been told I am good with communication. I've been trying and succeeding at being ... | Arpit Raj - Product Manager - FamPay | https://twitter.com/arpitofficial | 0 | Arpit Raj🇮🇳 (@arpitofficial) / Twitter"
