shortcode,caption,upload_time,num_likes,num_comments,is_video,video_views,url
CaHxwVNpart,"Win the Classic NIKE AIR FORCE 1!! 👟

All you gotta do is tag your solemate and tell us your shoe size in the comments below.

Just do it. ✔️

#FamPay #FridayFTW #nikeairforce1 #nikegiveaway #sneakerhead #shoegiveaway #justdoit✔️",2022-02-18 19:41:10+05:30,3579,3790,False,,https://instagram.fixm4-2.fna.fbcdn.net/v/t51.2885-15/274154964_519924686398987_3867330703133454164_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-2.fna.fbcdn.net&_nc_cat=107&_nc_ohc=vbN3L0TP9SsAX-LtnN9&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDT02RSMhHvHTmvGLlGMMUGDvS2KAYKWZ7JIZDFp2bzdQ&oe=6446BC04&_nc_sid=86f79a
CaFKWUVjL_u,"Give us a '🤌🏻' if this happens ""accidentally"" to you too 😩

#FamPay #Relatable #examtime #teenagerposts #schoolmemes #reelitfeelit #explorepageindia #featureindia",2022-02-17 19:21:36+05:30,2674,40,True,16186,https://instagram.fixm4-3.fna.fbcdn.net/v/t51.2885-15/274136371_1247409396083447_3700453264207635190_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fixm4-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=6Xf_JXFoxBEAX9c2SLx&edm=APU89FABAAAA&ccb=7-5&oh=00_AfATIkDSI7wTvyiecHdsjv_kAOQvvNHMZtHdgICR4965tQ&oe=64464DFC&_nc_sid=86f79a
CaCm72KJjze,"Please swipe nahi karna. 3rd slide toh bilkul nahi dekhna🙅

And FamPay App ka @cultfitofficial giveaway join karke Fitness Goals toh kabhi achieve mat karna🤫❌

#FamPay #GetFamPaid #Giveaway #Cultfit",2022-02-16 19:30:25+05:30,1735,29,False,,https://instagram.fixm4-1.fna.fbcdn.net/v/t51.2885-15/274000129_1286046018560655_5803123816019340623_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fixm4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=puHMuIXW1FgAX_e_zhV&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCFdyKocmQjvZOI5LJ5jltEP88KoGQN9cZonb_n9FIOiQ&oe=644A6C68&_nc_sid=86f79a
CZ_-CKpDCSl,"Raise your hand if you've left extra lines and borrowed a supplement just to stress your friends. 🙋

#FamPay #GetFamPaid #examseason #examstress #exammemes #examtime",2022-02-15 18:54:53+05:30,1491,17,True,7647,https://instagram.fixm4-1.fna.fbcdn.net/v/t51.2885-15/273897679_151999823885617_1614760647011240091_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=B5kqFDhx3_YAX8jhDdI&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDd7-Xte8F9dX4dXVPakhNzYA5ZP1GJPVX2VE8j3dqGYA&oe=64464121&_nc_sid=86f79a
CZ9Yc-KJ9sN,"you tap at your own risk 🤷‍♀️

#FamPay #GetFamPaid #Valentine #ValentineMemes",2022-02-14 18:47:40+05:30,3170,117,False,,https://instagram.fixm4-2.fna.fbcdn.net/v/t51.2885-15/273842686_996999470890819_1559733870848473805_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-2.fna.fbcdn.net&_nc_cat=107&_nc_ohc=_qPshLuZnmEAX-iOMRz&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjc3MzQ4MDQ4OTUzNDA4NTkwMQ%3D%3D.2-ccb7-5&oh=00_AfBTn-NYXDvWhC6jmrSEd48Y6P59LATMu0y7j_bNmFjdbg&oe=64495475&_nc_sid=30a2ef
CZ9C523pmAe,"if you had a date, you wouldn’t be reading this post 😭

#FamPay #valentineday #foreveralone",2022-02-14 15:39:22+05:30,1494,29,False,,https://instagram.fixm4-1.fna.fbcdn.net/v/t51.2885-15/273929671_1111629776287837_9040176995183238342_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fixm4-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=cRp6KjxYvloAX_QIZlm&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBN9ULUdTwuCAzu7ogZ2W5TgsuvbNvnH4zhQUqNCKlMog&oe=644ACCF9&_nc_sid=86f79a
CZ8l2N2KF7c,"me (admin), who is single (open to date) will make fun of you (jealous of you) for being this cliché (loved)

#FamPay #ValentinesDay #dogememe #valentinememes",2022-02-14 11:25:28+05:30,1683,54,False,,https://instagram.fixm4-2.fna.fbcdn.net/v/t51.2885-15/273857227_465262761923758_6578719215783469993_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fixm4-2.fna.fbcdn.net&_nc_cat=110&_nc_ohc=jvEc7lk1JrAAX-iNdPH&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDh2-8Xx_kKbMvad-IsQiBMCqNDU4X2jL5LJ_iU3UZi4A&oe=644AA1B6&_nc_sid=86f79a
CZ6sFfLBPI0,"valentine’s day is approaching ofc this had to happen

#FamPay #valentineday #valentineweek #loveisintheair",2022-02-13 17:41:30+05:30,1865,42,False,,https://instagram.fixm4-3.fna.fbcdn.net/v/t51.2885-15/273778427_681490882896726_6515688829446575559_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-3.fna.fbcdn.net&_nc_cat=106&_nc_ohc=qUoU_grXXrMAX8oieF6&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjc3MjcyMjQxMTcxNDcwMzkyNA%3D%3D.2-ccb7-5&oh=00_AfBNb7rM3LWNZ-DRuD8xg8549mBYWbnZXLGVNYS4t3tltw&oe=644A233F&_nc_sid=30a2ef
CZ1wNmEpA7c,"This Fridays FTW you decide the gift 👀👀
One lucky winner gets a surprise from us worth exactly the total number of likes & comments on this post❓😱
You heard us right!
𝐓𝐡𝐞 𝐩𝐫𝐢𝐜𝐞 𝐨𝐟 𝐭𝐡𝐞 𝐠𝐢𝐟𝐭 = 𝐋𝐢𝐤𝐞𝐬 + 𝐂𝐨𝐦𝐦𝐞𝐧𝐭𝐬
Go crazzyyy in the comments below to unlock our craziestt giveaway yet 🤩👇🏻

Winner: @anandsnambiar Congratulations! 🥳

#FamPay #GetFamPaid #FridaysForTheWin #FTW #MysteryBox  #GiveawayIndia",2022-02-11 19:41:21+05:30,3133,2620,False,,https://instagram.fixm4-2.fna.fbcdn.net/v/t51.2885-15/273730634_616906792746837_3278215055484961328_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-2.fna.fbcdn.net&_nc_cat=109&_nc_ohc=78TwT4kLPQkAX_GSb_x&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAVL_BvXVfITFmJ0RETGg82Oz9xF2-3tUTU4zRKH0QPiQ&oe=6446C12A&_nc_sid=86f79a
CZwhThYDG_4,"What goal have you set for this year? Tell us in the comment section below 👇🏻 

Vibin w our rockstar @jeeeeet_ ✨

#FamPay #Teen.mp4 #GetFamPaid #SongCover #reelitfeelit #Reelit #explorepage",2022-02-09 19:07:21+05:30,1646,2284,True,12375,https://instagram.fixm4-3.fna.fbcdn.net/v/t51.2885-15/273526940_440685174454536_374822720517373295_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-3.fna.fbcdn.net&_nc_cat=100&_nc_ohc=s0fM-4A02gEAX_ZifCn&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDLzc3tV91-k2T9GxACHBBw9sIUdy74G5BoeMyP6fZ1Rg&oe=6446BB42&_nc_sid=86f79a
CZt80-1pPHD,"What's your answer👀
Drop a 🙏🏻 if you're the friend asking to copy.

#FamPay #GetFamPaid #GenzHumour #classroommemes #genzmemes",2022-02-08 18:57:40+05:30,1819,255,False,,https://instagram.fixm4-2.fna.fbcdn.net/v/t51.2885-15/273472640_639476090599396_5755483708415693759_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=tKiwjcgZJK0AX8Sawnt&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjc2OTEzNjg2OTU3ODE3NDkxNQ%3D%3D.2-ccb7-5&oh=00_AfCoBlDN9HfekPl0ULzIZBinuREmKmf12Se5GTROq3Pu0A&oe=644A6BC0&_nc_sid=30a2ef
CZrkx9TpI8y,"Are you even the main character if you still don't have your own FamCard. 🤷‍♀️ 

#FamPay #GetFamPaid #FamCard #ItsAVibe #Teens",2022-02-07 20:49:04+05:30,1697,45,False,,https://instagram.fixm4-1.fna.fbcdn.net/v/t51.2885-15/273396221_144706607961159_4151864352565477079_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=ok7vllG2Hw8AX98jCL9&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjc2ODQ2ODE1ODcwNTg2NDQ5OA%3D%3D.2-ccb7-5&oh=00_AfA7q5yeJ4EoZqW3OINTGWgSl8K2Vu6nmt8OthkxlFOqwg&oe=644AB549&_nc_sid=30a2ef
CZot-_mj7ug,"Raise your hands if you miss shark tank already. 🙋‍♂️ 🙋‍♀️ 😢 

#FamPay #GetFamPaid #SharkTankIndia #SharkTank #Memes",2022-02-06 18:11:46+05:30,3074,49,False,,https://instagram.fixm4-1.fna.fbcdn.net/v/t51.2885-15/273419754_473755431060530_9075924821175667269_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fixm4-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=56jdpPQol74AX9FYeXZ&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBEte8Ia5Eei1LXmEiNztm_2TShFgzOYir7t9apuSLQTw&oe=64492072&_nc_sid=86f79a
CZjw3A-Jk-I,"F̶r̶i̶d̶a̶y̶s̶ Foosball for the Win is here🥳

Spam the comments with #fridaysforthewin to win👇🏻🥳

#FamPay #GetFamPaid #FridaysForTheWin #FTW #foosball #GiveawayIndia",2022-02-04 20:00:41+05:30,1796,3837,False,,https://instagram.fixm4-3.fna.fbcdn.net/v/t51.2885-15/273229630_379092597359328_7817924346748163190_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-3.fna.fbcdn.net&_nc_cat=100&_nc_ohc=Lha6uS_e9Y4AX_O-0rI&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAdedpHmHr--CW-6Zp79AvscndhNAuVd1vBoOKG0y7D3g&oe=64464329&_nc_sid=86f79a
CZhKJ-Fpm4G,"Kids: Mujhe sona hai
Fam: Mere paas Sona hai🌟

Head over to the FamPay app and enter our Gold giveaway with guaranteed rewards for everyone🤑

10 winners also get 1gm of gold worth Rs. 5500🤯

Join the 24K Magic now💨💃🏻

#FamPay #GetFamPaid #Spenny #Gold #GoldGiveaway #GiveawayIndia",2022-02-03 19:44:00+05:30,1744,43,False,,https://instagram.fixm4-3.fna.fbcdn.net/v/t51.2885-15/273193750_674236483772612_1590671813597734126_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-3.fna.fbcdn.net&_nc_cat=108&_nc_ohc=DFW4cQRPHj0AX-gHTou&edm=APU89FABAAAA&ccb=7-5&oh=00_AfD9Pe662lTxJjjxmYr5gdUQhe8--0QSIsokp5KmP6d1fg&oe=6446A10F&_nc_sid=86f79a
CZcGifKpipF,"Think our designers made a mistake with this one.😵‍💫

Guess our next giveaway with an emoji and we'll ask them if it's correct. 👀

#FamPay #GetFamPaid #Giveaway #Surprise #Guess #Spoilers #SpoilersWithoutContext",2022-02-01 20:36:12+05:30,2678,262,False,,https://instagram.fixm4-2.fna.fbcdn.net/v/t51.2885-15/273152683_329635295716363_893520037995657155_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-2.fna.fbcdn.net&_nc_cat=107&_nc_ohc=-6pVOYBTpeoAX-5reln&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjc2NDExMzAyOTUwNDU3NjA2OQ%3D%3D.2-ccb7-5&oh=00_AfAuzkX9tk7PAb0J459pyRUpxR6bUcLvWrlDqERwYXlevQ&oe=6448E339&_nc_sid=30a2ef
CZZgMZAq1I_,"Tag the teacher's pets in the comments to let them know you're on to them👀🙅

#FamPay #GetFamPaid #SchoolMemes #TeachersPet #SchoolLife #ReelsIndia",2022-01-31 20:23:51+05:30,2626,75,True,17821,https://instagram.fixm4-1.fna.fbcdn.net/v/t51.2885-15/272961069_483409456529751_6594380645207425833_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fixm4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=UrrjxLIKcD4AX_5BQvR&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBFd2Am3lXRCv28GH-9cH2PZhaT9l76hs17lJ1YaZl38w&oe=6446A380&_nc_sid=86f79a
CZWv9zbJGKl,"The first letter of your name + your birth month = name of your personal cryptocurrency. 😛 

Comment your crypto name below and ask your friends to like your comment ✨ 10 comments with the HIGHEST LIKES will win Rs. 150 worth of BTC!

PS. Admin’s working on a Sunday, so get this post to 5000 comments, pretty please? 🥺

#FamPay #GetFamPaid #Cryptocurrency #Bitcoin #Crypto #CryptoGiveaway",2022-01-30 18:42:45+05:30,3442,904,False,,https://instagram.fixm4-1.fna.fbcdn.net/v/t51.2885-15/273131215_669547037850961_334422950367554722_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=Y_affLP2lgMAX-wv_BU&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjc2MjYwNjM3NjcyODY4MzE3Mw%3D%3D.2-ccb7-5&oh=00_AfBAItZKl5k00Zy3JpV7sHf7iNVqa7mMhWlOyj8k5Wlctg&oe=644A39F4&_nc_sid=30a2ef
CZRpjMDJ5k3,"Fridays for the win is back 🕺 

This time let the good times roll with a skateboard! To win, spam the comment section with as many 🛹 emojis as you can 🤪

#FamPay #GetFamPaid #FridaysForTheWin #FTW #Skateboard #GiveawayIndia #Skates",2022-01-28 19:10:29+05:30,2787,11491,False,,https://instagram.fixm4-3.fna.fbcdn.net/v/t51.2885-15/272730332_115055060968488_1466505325356303237_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-3.fna.fbcdn.net&_nc_cat=100&_nc_ohc=zKFhriRVaBQAX-o_NbL&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAC8xHhwMtS-RDfynPEOC3sFvfNA0c6Da4FS45ue-By1w&oe=64469143&_nc_sid=86f79a
CZPHCmlDw1d,"We’ll start: what’s with only cash payments in the canteen 🙅🏼‍♀️

Tell us your version in the comments below 👇🏻

#FamPay #GetFamPaid #WhatIf #StudentLife #School #BreakTheRules",2022-01-27 19:30:27+05:30,1585,392,False,,https://instagram.fixm4-2.fna.fbcdn.net/v/t51.2885-15/272690592_3137227843189953_585499739782395907_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-2.fna.fbcdn.net&_nc_cat=109&_nc_ohc=AH3rveKejIkAX9lfdW-&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjc2MDQ1NjA2MTc4OTg2NzM1Nw%3D%3D.2-ccb7-5&oh=00_AfDanMXIj0Rw_rJbm3vNhYZQvCleTM081VQ22T4AfpHPaw&oe=644942C3&_nc_sid=30a2ef
CZLzdbeqc-a,"Every Republic Day Ever (except the ones that happened during the pandemic sorry guys). Share with your friends to manifest this for next year✨

#FamPay #GetFamPaid #RepublicDay #ReelsInstagram #SchoolReels #RepublicDayIndia",2022-01-26 12:42:44+05:30,2102,28,True,25233,https://instagram.fixm4-1.fna.fbcdn.net/v/t51.2885-15/272528946_147395560982510_1526137976012354705_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fixm4-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=yYZCC46tEr0AX8RuOQv&edm=APU89FABAAAA&ccb=7-5&oh=00_AfD6V85F7FJh4jfFgvNPsG7y7l7B6SG8WC64494gbPe92Q&oe=64466616&_nc_sid=86f79a
CZKGWI4qEz7,"Hodl your FamCoins no longer. Get tickets to our BTC giveaway and win 150 worth of free crypto of your choice. 

Link in our bio🔗

#FamPay #GetFamPaid #CryptoCurrency #Bitcoin #Giveaway #CryptoIndia",2022-01-25 20:49:16+05:30,1252,38,True,9051,https://instagram.fixm4-1.fna.fbcdn.net/v/t51.2885-15/272437845_259203926333619_6326448421042885127_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fixm4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=Fi-yJPSpVKgAX91VWJp&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBGOKZzrvwMWTXoiIYLCskbnApa6TyOMa1vKypSsWSKyg&oe=6446DCC0&_nc_sid=86f79a
CZHcs29qZ2r,"The struggle is too real :'(

#FamPay #teensinger #genzhumor #feelit #reelit #feature #explorepageindia",2022-01-24 20:07:13+05:30,1440,59,True,10396,https://instagram.fixm4-2.fna.fbcdn.net/v/t51.2885-15/272325826_911664352832104_6724365418423016472_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=nV8IqCP0d64AX_yhNjy&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAWCb0y-h_Qf0pjPRf1gn27hewLrn2YQqrzC0U6WVvUwA&oe=6446E46D&_nc_sid=86f79a
CY_sfuiqY6W,"Head to the FamPay App to enter the giveaway now🏃🏼‍♀️

Comment ✨I am giveaway winner ✨ to manifest your win.

1k comments on this post and we’ll give ₹150 worth of crypto to 21 lucky winners.

#FamPay #GetFamPaid #Giveaway #Teen #crypto",2022-01-21 19:49:54+05:30,3400,1109,False,,https://instagram.fixm4-1.fna.fbcdn.net/v/t51.2885-15/272266229_4520833914695667_5931835693933186872_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=PzC_UUh8hvIAX_FCMBg&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBvgpAlRd3AWGGtyKbMX3-5LNNXNanzN73I-z9bBqagbQ&oe=644A5A32&_nc_sid=86f79a
CY_d-pAqTvD,"Squad Assemble 📢

Stand a chance to win FREE Boat x Marvel Gadgets this Fridays FTW🤩

Tag a friend in the comments and tell us what song you'll jam to first🎶

You could both become our lucky winners this week🥳

Go ahead and tada-ta-Tag💥

#FamPay #TGIF #FridayForTheWin #FridayFTW #Giveawayalert #FridayGiveaway #giveawayindia",2022-01-21 17:43:02+05:30,3242,1944,False,,https://instagram.fixm4-2.fna.fbcdn.net/v/t51.2885-15/272221192_244026991218454_1225199926427434688_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-2.fna.fbcdn.net&_nc_cat=110&_nc_ohc=F38z68n5-8wAX8A8sUR&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAxOFwTABhuBh2Zm4twg8hxu-M3Kx1j55ET5tMoTcpZuQ&oe=6446C975&_nc_sid=86f79a
CY342FepaXh,"No one:
That one friend: Itna atirikt abhiyan karna band karo

@ the boomer of your group👀

#FamPay #GetFamPaid #genzhumor #genzslang #okboomer #funnytranslations",2022-01-18 19:03:53+05:30,1662,76,False,,https://instagram.fixm4-1.fna.fbcdn.net/v/t51.2885-15/271997749_182196327441567_336925642184930645_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fixm4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=Dq7f0J3tdCIAX-yRwqE&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDbNFnNX52Qz9Fku6kSzdvmqdcOeiLrv6B8etkh0JnxFQ&oe=644AD7A0&_nc_sid=86f79a
CYywBf-p304,"Where’s the lie? 
Give us a ‘⚡️’ if you agree.

#FamPay #GetFamPaid #Mitochondria #RanveerSingh",2022-01-16 19:10:35+05:30,1983,61,False,,https://instagram.fixm4-1.fna.fbcdn.net/v/t51.2885-15/271904693_611744493423325_2093063988633290822_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fixm4-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=eyuklKcaU30AX_eWhy3&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCOX7WWi9GUnikT5GZPu_b4EEhvpZGC7KdGyX4ZQr_HUQ&oe=644A5BF0&_nc_sid=86f79a
CYtqAkxJNV_,"Fridays (Foodies) FTW is back💃🏻

To win your weekend meal on us, tell us what you're ordering in emojis and you can be our lucky winner if the number of likes on your comment is exactly equal to the number of replies‼️😉

We Repeat: Free Food. Comment🍕. Likes = Comments. 🏆😋

#FamPay #TGIF #FridayForTheWin #FridayFTW #Giveawayalert #FridayGiveaway #giveawayindia",2022-01-14 19:41:50+05:30,2235,1191,False,,https://instagram.fixm4-1.fna.fbcdn.net/v/t51.2885-15/271801503_1101671363977095_309813340762841249_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fixm4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=-T11AGaTVVAAX90yApu&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBefZmG0iR_UFvBmdJnwxc_5QpXkaLMgRu94xysX3raIw&oe=6446C099&_nc_sid=86f79a
CYsuD9MK57l,"This is a sign to ask your crush out before vo status update karde. Nahi toh ye Valentine's bhi ""forever single"" vaale memes repost karne padenge🥲👀

#FamPay #GetFamPaid #MakarSankranti #KiteFestival #CrushMemes #LOL",2022-01-14 11:00:11+05:30,2032,65,True,11882,https://instagram.fixm4-3.fna.fbcdn.net/v/t51.2885-15/271779227_1083957869084792_8895245036501494275_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=instagram.fixm4-3.fna.fbcdn.net&_nc_cat=108&_nc_ohc=JKUYYY81ZBIAX-YSQaH&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBwyzA4FZC09mLskYPY-6te7BYEI-TEG0iG8MjkqGqkYA&oe=64469A83&_nc_sid=86f79a
CYrQDVjpvYI,"Jeetu Bhaiya told us to be around people that make us better so we came here to be with you guys🥰🤝
1 like = 1 aww🥺

#FamPay #GetFamPaid #JeetuBhaiya #KotaFactory #ThursdayThoughts",2022-01-13 21:16:32+05:30,2050,22,False,,https://instagram.fixm4-1.fna.fbcdn.net/v/t51.2885-15/271777404_355805186355927_534825589321124109_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fixm4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=m10unNfoIVkAX8ZLEtx&edm=APU89FABAAAA&ccb=7-5&oh=00_AfB_MaSZNY7n7H33r7zIohtVV9fLFwBvokzqFpzlzd4vEw&oe=6449FFC2&_nc_sid=86f79a
CYogJ3uq4v1,"That 🤯 moment when you:
🎮Win a PS5 Giveaway by FamPay
😭Meet TANMAY BHATT
🤳Become a YouTube Celeb

Checkout the full Vlog on YouTube and tell us what exam Aditya mentions in the video and lucky winners will get Google Play Recharge Codes on us.😉⬇️

#FamPay #GetFamPaid #PS5 #GiveawayIndia #GiveAwayWinner",2022-01-12 19:40:35+05:30,4534,142,True,18690,https://instagram.fixm4-1.fna.fbcdn.net/v/t51.2885-15/271642220_6731575140248309_8833484132808941360_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fixm4-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=9Zw6DynLWOkAX8Q3ocz&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDR0XXPwtsR_X6yxPoy-aGroZH48_UPstkck-HSSUUBAQ&oe=6446AFB0&_nc_sid=86f79a
CYmGQgQJ0lv,"Should we change our tagline to - renewing friendships and payments for GenZ. 😝

#FamPay #GetFamPaid #LeftOnRead #FriendMemes #FriendshipMemes #TagSomeone",2022-01-11 21:14:45+05:30,1955,154,False,,https://instagram.fixm4-1.fna.fbcdn.net/v/t51.2885-15/271675913_413290617153881_2748714342385810647_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=mkuCF26MAaIAX-D1Ari&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjc0ODkxMjE0NDk3NzcwOTQyMw%3D%3D.2-ccb7-5&oh=00_AfA-Z01TLa0iiX6zEqPCq9h-4PLMW32amgumWwTHDa8KfA&oe=644A93DA&_nc_sid=30a2ef
CYjRKlapRo4,"Reminder to be extra nice to your relatives because Diwali is only 10 months away now. 🙏🏻

Also let your relatives know, they can send their ble$$ings on FamPay. 😌

#FamPay #GetFamPaid",2022-01-10 18:52:20+05:30,2969,63,False,,https://instagram.fixm4-2.fna.fbcdn.net/v/t51.2885-15/271484984_3190348794623410_6020490398446934046_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fixm4-2.fna.fbcdn.net&_nc_cat=110&_nc_ohc=DVP-Nql6dsMAX9LaQux&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAmFKKix0PP-hzKU6-e9YWAjB5sUxYJj5C2eZzjjXoHKw&oe=644A032A&_nc_sid=86f79a
CYgqGDrKgym,"When you've rewatched the movie so many times that now you see it everywhere.🥴

Get your FamCard now at Rs. 99 and your FamCard Me at Rs. 299 only. Head over to the app and get your FamCard now.💨

#FamPay #GetFamPaid #FamCard #Spiderman #Meme",2022-01-09 18:34:10+05:30,2259,86,True,13256,https://instagram.fixm4-1.fna.fbcdn.net/v/t51.2885-15/271491649_292639872834245_1538008413727185788_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fixm4-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=ulHBUTtGNZgAX-PKEoJ&edm=APU89FABAAAA&ccb=7-5&oh=00_AfABH_I-fBPZGD1S5cqLjSdSoJgr5gYO_TWt4yIE2QizbQ&oe=6446AAE8&_nc_sid=86f79a
CYbrhEIpWCk,"Wanna win a creator's station including a ring light, tripod, green screen and a mic? 
Tag a friend you'd want to go viral with and you might just win 😉

PS. Make sure you're both following us!

#FamPay #TGIF #FridayForTheWin #FridayFTW #Giveawayalert #FridayGiveaway #giveawayindia",2022-01-07 20:08:41+05:30,2512,1185,False,,https://instagram.fixm4-3.fna.fbcdn.net/v/t51.2885-15/271325933_625008571952996_1667598784665965425_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-3.fna.fbcdn.net&_nc_cat=108&_nc_ohc=8C2gpt8dxOgAX_HYMYW&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDprMqSRXHpA4Dkfg8P868kyHBQi5ckQZAV3EIspLGEDg&oe=6446979F&_nc_sid=86f79a
CYY_mHmqNyw,"Food is a love language and no one speaks it like our mom.🥺

What's your comfort food that makes you💃💃👀

Featuring the super foodie @katariaaryann 💙

#FamPay #GetFamPaid #FoodIsLove #TeenLife #MomKeHaathKaKhaana #ReelsIndia",2022-01-06 19:08:00+05:30,3187,47,True,21474,https://instagram.fixm4-3.fna.fbcdn.net/v/t51.2885-15/271304991_675906490073916_5096038925480440369_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fixm4-3.fna.fbcdn.net&_nc_cat=100&_nc_ohc=zKge-tqMmlkAX8rVhvy&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBPjONDiC4AyvfngNh2xn82OSPyERzzDdHQSo_FIFyXNQ&oe=644678D0&_nc_sid=86f79a
